,Unnamed: 0,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,MiscVal,MoSold,YrSold,bathrm_cnt,patioSF,Prop_Addr,Full_Adr,gcode,lat,long,dist,zip,tract,income,FinBsmtSF,TotalSF
1472,1472,528228565,1506,213490,120,RL,43.0,3013,Pave,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,1346.0,1362.0,1506,0,2,Gd,6,1,440.0,0,4,2006,2.0,162,2415 LAKESIDE DR,"2415 LAKESIDE DR, Ames, IA","2415, Lakeside Drive, Bloomington Heights West Townhomes, Ames, Story County, Iowa, 50010, United States",42.06330724329676,-93.64175719165117,4.090620513348538,50010.0,19169000100.0,82985.0,16.0,2868.0
1473,1473,906402070,2062,277000,60,RL,,14364,Pave,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,92.0,1157.0,1180,882,3,TA,7,1,454.0,0,4,2007,3.5,269,4929 UTAH DR,"4929 UTAH DR, Ames, IA","4929, Utah Drive, Spring Valley, Ontario, Ames, Story County, Iowa, 50014, United States",42.02875593716352,-93.68447460753724,3.145930703171194,50014.0,19169000600.0,60833.0,1065.0,3219.0
1474,1474,528431070,1658,257500,20,RL,78.0,10206,Pave,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,1614.0,1614.0,1658,0,3,Gd,7,1,726.0,0,9,2009,2.5,188,2523 DALTON ST,"2523 DALTON ST, Ames, IA","2523, Dalton Street, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.05430953383287,-93.64266101521424,3.0873345667719296,50010.0,19169000100.0,82985.0,0.0,3272.0
1475,1475,532378120,864,62383,20,RL,60.0,8281,Pave,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,0.0,864.0,864,0,3,TA,5,1,360.0,0,12,2009,1.0,236,1313 GARFIELD AVE,"1313 GARFIELD AVE, Ames, IA","1313, Garfield Avenue, University Heights, Ames, Story County, Iowa, 50014, United States",42.03469450295671,-93.66973712848696,2.115786826119682,50014.0,19169000600.0,60833.0,864.0,1728.0
1476,1476,907290020,2097,274300,60,RL,75.0,9750,Pave,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,133.0,1108.0,1108,989,3,Gd,8,1,583.0,0,6,2006,3.5,423,609 SHELLEY AVE,"609 SHELLEY AVE, Ames, IA","609, Shelley Avenue, Hillside, Ames, Story County, Iowa, 50014, United States",42.01721389795919,-93.682723,3.1736876892767394,50014.0,19169001301.0,33311.0,975.0,3205.0
1477,1477,905106210,1159,158000,20,RL,,11553,Pave,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,378.0,1051.0,1159,0,3,TA,7,1,336.0,0,7,2006,1.5,466,922 ARIZONA AVE,"922 ARIZONA AVE, Ames, IA","922, Arizona Avenue, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.03065626590733,-93.67625133130213,2.49721134438156,50014.0,19169000600.0,60833.0,673.0,2210.0
1478,1478,534276290,882,106500,20,RL,,8339,Pave,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,0.0,0.0,882,0,3,TA,5,0,294.0,1200,7,2007,1.0,0,2030 MELROSE AVE,"2030 MELROSE AVE, Ames, IA","2030, Melrose Avenue, Melrose Park, Ames, Story County, Iowa, 50010, United States",42.04264009172283,-93.6222919407632,2.67270570452454,50010.0,19169000400.0,61991.0,0.0,882.0
1479,1479,528458140,1530,250000,20,FV,112.0,12606,Pave,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,1530.0,1530.0,1530,0,3,Gd,7,1,984.0,0,5,2009,2.0,348,2731 CAMBRIDGE DR,"2731 CAMBRIDGE DR, Ames, IA","Cambridge Drive, Somerset, Ames, Story County, Iowa, 50010-4017, United States",42.0503128,-93.6481626,2.630036559997904,50010.0,,,0.0,3060.0
1480,1480,910203290,1012,118400,30,RM,59.0,8263,Pave,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,1012.0,1012.0,1012,0,2,TA,6,1,308.0,0,5,2007,1.0,134,210 S RIVERSIDE DR,"210 S RIVERSIDE DR, Ames, IA","210, South Riverside Drive, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.02143698915696,-93.62946088638576,1.524772486113865,50010.0,19169001000.0,26009.0,0.0,2024.0
1481,1481,534226060,1200,146000,20,RL,71.0,9230,Pave,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,203.0,864.0,1200,0,1,Gd,6,0,884.0,0,10,2006,2.5,64,2402 MELROSE AVE,"2402 MELROSE AVE, Ames, IA","2402, Melrose Avenue, North Grand, Ames, Story County, Iowa, 50010, United States",42.04580647474747,-93.62457703030304,2.7922504839997977,50010.0,19169000300.0,60500.0,661.0,2064.0
1482,1482,534178010,1052,127000,20,RL,80.0,10800,Pave,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,171.0,1052.0,1052,0,3,TA,6,0,311.0,0,2,2007,2.0,133,1411 20TH ST,"1411 20TH ST, Ames, IA","1411, 20th Street, Ames, Story County, Iowa, 50010, United States",42.042074826893845,-93.6295010654081,2.2128787939687062,50010.0,19169000400.0,61991.0,881.0,2104.0
1483,1483,907401060,1928,219500,60,RL,65.0,8200,Pave,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,847.0,847.0,847,1081,4,Gd,8,1,434.0,0,7,2007,2.5,148,909 TENNYSON AVE,"909 TENNYSON AVE, Ames, IA","909, Tennyson Avenue, Longview, Ames, Story County, Iowa, 50014, United States",42.01517981818182,-93.6878659090909,3.650462714060563,50014.0,19169001301.0,33311.0,0.0,2775.0
1484,1484,908250030,944,82000,20,RL,74.0,10206,Pave,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,0.0,0.0,944,0,2,Fa,4,0,528.0,0,7,2009,1.0,0,409 S FRANKLIN AVE,"409 S FRANKLIN AVE, Ames, IA","409, South Franklin Avenue, Ames, Story County, Iowa, 50014, United States",42.01803175,-93.6649803,1.805956247864185,50014.0,,,0.0,944.0
1485,1485,909281010,2345,239000,70,RL,80.0,16560,Pave,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,449.0,952.0,1170,1175,4,TA,9,1,360.0,0,7,2006,2.5,0,2014 KILDEE ST,"2014 KILDEE ST, Ames, IA","2014, Kildee Street, Iowa State Center, Ames, Story County, Iowa, 50014, United States",42.01747083627112,-93.63975358571136,1.1681559534850314,50014.0,19169001100.0,20878.0,503.0,3297.0
1486,1486,914475010,926,156450,85,RL,75.0,9750,Pave,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,135.0,902.0,926,0,2,TA,5,1,351.0,0,4,2009,2.0,319,619 CRYSTAL ST,"619 CRYSTAL ST, Ames, IA","619, Crystal Street, Ames, Story County, Iowa, 50010, United States",41.99707827717013,-93.60431648622732,4.796837442937141,50010.0,19169001302.0,59234.0,767.0,1828.0
1487,1487,923225050,1142,134000,120,RM,44.0,4224,Pave,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,268.0,1142.0,1142,0,3,TA,6,1,528.0,0,8,2007,2.5,626,3322 SOUTHDALE DR,"3322 SOUTHDALE DR, Ames, IA","3322, Southdale Drive, Ames, Story County, Iowa, 50010, United States",41.99278798598854,-93.60531095389314,5.0809936669398175,50010.0,19169001302.0,59234.0,874.0,2284.0
1488,1488,916455170,1894,214900,60,RL,80.0,11316,Pave,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,193.0,817.0,824,1070,4,Gd,8,1,510.0,0,2,2010,3.5,40,2409 SUNCREST DR,"2409 SUNCREST DR, Ames, IA","2409, Suncrest Drive, Suncrest, Ames, Story County, Iowa, 50014, United States",41.99549672727273,-93.64798054545454,3.4728910517923217,50014.0,19169001302.0,59234.0,624.0,2711.0
1489,1489,534451170,729,52000,30,RL,56.0,4130,Pave,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,270.0,270.0,729,0,2,TA,5,0,0.0,0,7,2008,1.0,0,1430 SUMMIT AVE,"1430 SUMMIT AVE, Ames, IA","1430, Summit Avenue, Ridgewood, Ames, Story County, Iowa, 50010, United States",42.03570702069996,-93.6293608200486,1.7345997381342797,50010.0,19169000400.0,61991.0,0.0,999.0
1490,1490,909175080,438,60000,30,RL,60.0,8400,Pave,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,0.0,290.0,438,0,1,Fa,3,0,246.0,0,1,2009,1.0,0,507 HAYWARD AVE,"507 HAYWARD AVE, Ames, IA","507, Hayward Avenue, Campustown, Ames, Story County, Iowa, 50014, United States",42.01745576208653,-93.651822,1.1183286473616207,50014.0,19169001100.0,20878.0,290.0,728.0
1491,1491,906225210,996,147000,85,RL,73.0,9069,Pave,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,189.0,936.0,996,0,2,Gd,5,0,564.0,0,4,2010,2.0,120,913 DELAWARE AVE,"913 DELAWARE AVE, Ames, IA","913, Delaware Avenue, Ontario, Ames, Story County, Iowa, 50014, United States",42.03075197899311,-93.679967,2.8016189739075523,50014.0,19169000600.0,60833.0,747.0,1932.0
1492,1492,903234090,1902,123500,70,RM,51.0,6120,Pave,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,897.0,1100.0,1226,676,4,TA,7,0,576.0,0,10,2008,2.0,194,1023 GRAND AVE,"1023 GRAND AVE, Ames, IA","1023, Grand Avenue, Ames, Story County, Iowa, 50010, United States",42.031396,-93.620428,2.216548033216692,50010.0,19169000900.0,37028.0,203.0,3002.0
1493,1493,907251090,2031,237000,60,RL,75.0,9473,Pave,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,324.0,1128.0,1128,903,3,Gd,7,1,577.0,0,3,2008,3.5,211,522 SMILEY AVE,"522 SMILEY AVE, Ames, IA","522, Smiley Avenue, Hillside, Ames, Story County, Iowa, 50014, United States",42.01834544467016,-93.68766481029267,3.5261274567927066,50014.0,19169001301.0,33311.0,804.0,3159.0
1494,1494,905475500,845,84000,20,RL,,11500,Pave,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,0.0,0.0,845,0,3,TA,5,0,290.0,0,1,2009,1.0,186,306 COLORADO CIR,"306 COLORADO CIR, Ames, IA","306, Colorado Circle, Ames, Story County, Iowa, 50014, United States",42.025078040816325,-93.66333636734694,1.4027752817274188,50014.0,19169000700.0,21333.0,0.0,845.0
1495,1495,528458180,1448,238500,20,FV,75.0,7500,Pave,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,1348.0,1372.0,1448,0,2,Gd,6,1,692.0,0,6,2009,2.0,140,2826 CAMBRIDGE DR,"2826 CAMBRIDGE DR, Ames, IA","Cambridge Drive, Somerset, Ames, Story County, Iowa, 50010-4017, United States",42.0503128,-93.6481626,2.630036559997904,50010.0,,,24.0,2820.0
1496,1496,909252170,1436,141500,70,RL,53.0,6720,Pave,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,585.0,585.0,851,585,3,TA,7,1,228.0,0,4,2007,1.0,184,2225 DONALD ST,"2225 DONALD ST, Ames, IA","2225, Donald Street, Iowa State Center, Ames, Story County, Iowa, 50014, United States",42.01711511708953,-93.64488430678456,1.0744517127308315,50014.0,19169001100.0,20878.0,0.0,2021.0
1497,1497,906425045,1445,138500,50,RL,82.0,14235,Pave,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,676.0,676.0,831,614,3,TA,6,0,484.0,0,3,2010,2.0,59,821 DELAWARE AVE,"821 DELAWARE AVE, Ames, IA","821, Delaware Avenue, Ontario, Ames, Story County, Iowa, 50014, United States",42.02974456182286,-93.67994368720932,2.7838985715357407,50014.0,19169000600.0,60833.0,0.0,2121.0
1498,1498,903228150,1416,139900,50,RM,50.0,6000,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,480.0,780.0,780,636,3,TA,6,0,312.0,0,3,2010,1.5,269,1226 ROOSEVELT AVE,"1226 ROOSEVELT AVE, Ames, IA","1226, Roosevelt Avenue, Ames, Story County, Iowa, 50010, United States",42.03368926530612,-93.62241787755102,2.136165205721601,50010.0,19169000900.0,37028.0,300.0,2196.0
1499,1499,534400050,1516,167000,20,RL,100.0,10004,Pave,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,975.0,1516.0,1516,0,3,TA,6,0,472.0,0,2,2009,1.5,152,1827 COOLIDGE DR,"1827 COOLIDGE DR, Ames, IA","1827, Coolidge Drive, Bel-Air, Ames, Story County, Iowa, 50010, United States",42.040791,-93.629457,2.106914209851101,50010.0,19169000400.0,61991.0,541.0,3032.0
1500,1500,914452090,1299,183500,85,RL,,12150,Pave,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,0.0,1001.0,1299,0,2,Gd,5,1,486.0,0,1,2007,3.0,306,431 OPAL CIR,"431 OPAL CIR, Ames, IA","431, Opal Circle, Ames, Story County, Iowa, 50010, United States",41.99436454761905,-93.60630972619047,4.895800234482781,50010.0,19169001302.0,59234.0,1001.0,2300.0
1501,1501,528326030,2198,250000,60,RL,84.0,14260,Pave,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,490.0,1145.0,1145,1053,4,Gd,9,1,836.0,0,12,2008,3.5,276,3127 ALMOND RD,"3127 ALMOND RD, Ames, IA","3127, Almond Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.05576867482281,-93.65225363297372,3.268050004281523,50014.0,19169000100.0,82985.0,655.0,3343.0
1502,1502,905402090,1357,177000,80,RL,124.0,11512,Pave,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,300.0,1019.0,1357,0,2,Ex,5,1,312.0,0,5,2008,2.0,163,423 OLIVER AVE,"423 OLIVER AVE, Ames, IA","423, Oliver Avenue, Ames, Story County, Iowa, 50014, United States",42.02677862546519,-93.6660558689138,1.615829906297067,50014.0,19169000700.0,21333.0,719.0,2376.0
1503,1503,907227060,864,127000,20,RL,60.0,7200,Pave,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,193.0,864.0,864,0,3,Ex,5,0,576.0,0,9,2007,2.0,155,318 ROCKWELL AVE,"318 ROCKWELL AVE, Ames, IA","318, Rockwell Avenue, College Creek, Ames, Story County, Iowa, 50014, United States",42.0208016,-93.68312297142856,3.0964238983042414,50014.0,19169001301.0,33311.0,671.0,1728.0
1504,1504,905102010,1020,165000,80,RL,65.0,14149,Pave,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,190.0,980.0,1020,0,3,TA,5,1,528.0,0,5,2007,2.5,0,4122 QUEBEC ST,"4122 QUEBEC ST, Ames, IA","4122, Quebec Street, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.033180475682144,-93.6745246509813,2.4250303885211,50014.0,19169000600.0,60833.0,790.0,2000.0
1505,1505,907255020,2263,287000,60,RL,,9240,Pave,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,1055.0,1055.0,1055,1208,3,Gd,7,1,905.0,0,9,2008,2.5,234,521 BROWN CT,"521 BROWN CT, Ames, IA","521, Brown Court, Hillside, Ames, Story County, Iowa, 50014, United States",42.01730328571429,-93.68560995918368,3.396521463720973,50014.0,19169001301.0,33311.0,0.0,3318.0
1506,1506,528315090,2365,337000,60,RL,82.0,9430,Pave,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,89.0,1252.0,1268,1097,3,Gd,8,1,856.0,0,7,2009,3.5,308,3122 BAYBERRY RD,"3122 BAYBERRY RD, Ames, IA","3122, Bayberry Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.05414737981761,-93.6552838827372,3.1380128977571786,50014.0,19169000100.0,82985.0,1163.0,3617.0
1507,1507,528482010,1685,253000,20,FV,100.0,11824,Pave,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,1685.0,1685.0,1685,0,2,Gd,5,1,658.0,0,4,2007,2.0,175,2428 KINGSTON DR,"2428 KINGSTON DR, Ames, IA","2428, Kingston Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.05211211938322,-93.64081258920636,2.8653668116977267,50010.0,19169000100.0,82985.0,0.0,3370.0
1508,1508,535304170,1040,136000,20,RL,68.0,7942,Pave,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,0.0,1040.0,1040,0,3,TA,6,0,293.0,0,6,2007,1.5,0,1712 WILSON AVE,"1712 WILSON AVE, Ames, IA","1712, Wilson Avenue, Ames, Story County, Iowa, 50010, United States",42.039626,-93.618395,2.7310385577926573,50010.0,19169000200.0,52375.0,1040.0,2080.0
1509,1509,528174030,1302,200000,120,RL,34.0,3903,Pave,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,272.0,1302.0,1302,0,1,Gd,5,1,631.0,0,5,2007,2.5,160,2916 HARRISON RD,"2916 HARRISON RD, Ames, IA","2916, Harrison Road, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.05942559197516,-93.64873834300676,3.644754978585594,50010.0,19169000100.0,82985.0,1030.0,2604.0
1510,1510,535402330,2634,200000,90,RL,91.0,11643,Pave,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,748.0,1248.0,1338,1296,6,TA,12,0,968.0,0,8,2009,4.5,0,1912 DUFF AVE,"1912 DUFF AVE, Ames, IA","1912, Duff Avenue, Ames, Story County, Iowa, 50010, United States",42.04122489445505,-93.610614,3.3763741250532173,50010.0,19169000200.0,52375.0,500.0,3882.0
1511,1511,903226170,1176,134900,50,RM,50.0,6000,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,698.0,698.0,786,390,2,TA,4,0,624.0,0,7,2009,1.0,210,1226 CURTISS AVE,"1226 CURTISS AVE, Ames, IA","1226, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",42.03367444897959,-93.62453530612244,1.97359710394096,50010.0,19169000900.0,37028.0,0.0,1874.0
1512,1512,906403060,1873,207000,60,RL,,8883,Pave,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,0.0,929.0,946,927,3,Gd,7,1,619.0,0,5,2007,3.5,300,4920 UTAH DR,"4920 UTAH DR, Ames, IA","4920, Utah Drive, Spring Valley, Ontario, Ames, Story County, Iowa, 50014, United States",42.02893618784518,-93.68444564300935,3.145061526492524,50014.0,19169000600.0,60833.0,929.0,2802.0
1513,1513,908102320,1466,149900,20,RL,134.0,17755,Pave,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,1290.0,1466.0,1466,0,3,Fa,6,2,528.0,0,11,2006,1.5,240,231 ABRAHAM DR,"231 ABRAHAM DR, Ames, IA","231, Abraham Drive, Ames, Story County, Iowa, 50014, United States",42.020909424242426,-93.67640175757576,2.553322174866956,50014.0,19169001301.0,33311.0,176.0,2932.0
1514,1514,535454050,1040,87500,90,RL,,8544,Pave,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,0.0,0.0,1040,0,2,TA,6,0,400.0,0,5,2006,2.0,0,1315 CARROLL AVE 1317,"1315 CARROLL AVE 1317, Ames, IA","1315, Carroll Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",42.034797857142856,-93.609088,3.2195399825811,50010.0,19169000200.0,52375.0,0.0,1040.0
1515,1515,909276210,1755,188000,50,RL,110.0,7810,Pave,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,741.0,930.0,1230,525,4,Gd,7,1,231.0,0,11,2007,2.0,40,406 PEARSON AVE,"406 PEARSON AVE, Ames, IA","406, Pearson Avenue, Richardson Court, Ames, Story County, Iowa, 50014, United States",42.018848319180094,-93.64232664770807,0.938958483337587,50014.0,19169001100.0,20878.0,189.0,2685.0
1516,1516,528250030,1986,213000,60,RL,,8396,Pave,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,847.0,847.0,847,1139,4,Gd,9,1,434.0,0,5,2008,2.5,168,4007 HYDE AVE,"4007 HYDE AVE, Ames, IA","4007, Hyde Avenue, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06083992430277,-93.64039014736542,3.830769432042483,50010.0,19169000100.0,82985.0,0.0,2833.0
1517,1517,531375130,1114,153000,20,RL,60.0,12450,Pave,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,278.0,1114.0,1114,0,3,Gd,6,0,576.0,0,6,2009,3.0,42,5305 KANSAS DR,"5305 KANSAS DR, Ames, IA","5305, Kansas Drive, Brookview Place, Ontario, Ames, Story County, Iowa, 50014, United States",42.03779023299645,-93.6905270168328,3.840901932734433,50014.0,19169000600.0,60833.0,836.0,2228.0
1518,1518,907201060,985,149900,80,RL,65.0,8385,Pave,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,390.0,985.0,985,0,3,TA,6,0,328.0,0,11,2008,2.0,210,5124 SCHUBERT ST,"5124 SCHUBERT ST, Ames, IA","5124, Schubert Street, College Creek, Ames, Story County, Iowa, 50014, United States",42.02122648824435,-93.68688367985106,3.3919380741859206,50014.0,19169001301.0,33311.0,595.0,1970.0
1519,1519,527208010,2500,355000,60,RL,101.0,13543,Pave,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,1152.0,1168.0,1168,1332,5,Ex,9,1,683.0,0,7,2008,3.5,224,1408 EDGEWATER CT,"1408 EDGEWATER CT, Ames, IA","Edgewater Court, The Reserve, Ames, Story County, Iowa, United States",42.0615751,-93.6291384384083,4.135756791483316,,19169000100.0,82985.0,16.0,3668.0
1520,1520,902402150,1022,85000,30,RM,60.0,7200,Pave,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,310.0,1022.0,1022,0,2,TA,4,0,280.0,0,6,2009,2.0,256,217 E 7TH ST,"217 E 7TH ST, Ames, IA","217, East 7th Street, Ames, Story County, Iowa, 50010, United States",42.028083367346944,-93.6084256122449,3.149629853046414,50010.0,19169000900.0,37028.0,712.0,2044.0
1521,1521,528174010,1362,194700,120,RL,61.0,7577,Pave,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,1342.0,1362.0,1362,0,2,Gd,6,1,460.0,0,6,2007,2.0,220,2922 HARRISON RD,"2922 HARRISON RD, Ames, IA","2922, Harrison Road, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.05939978704711,-93.64880520825798,3.642172993873338,50010.0,19169000100.0,82985.0,20.0,2724.0
1522,1522,903233120,1536,138400,50,RM,52.0,6240,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,480.0,928.0,928,608,4,TA,7,1,480.0,0,3,2010,2.0,10,1005 HARDING AVE,"1005 HARDING AVE, Ames, IA","1005, Harding Avenue, Ames, Story County, Iowa, 50010, United States",42.03145560606061,-93.62152086868689,2.1305376340607074,50010.0,19169000900.0,37028.0,448.0,2464.0
1523,1523,528490080,1728,207500,60,FV,64.0,8791,Pave,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,361.0,864.0,864,864,3,Gd,7,0,673.0,0,5,2008,2.5,272,2312 CLAYTON DR,"2312 CLAYTON DR, Ames, IA","2312, Clayton Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.05089156910706,-93.63977789364256,2.747526810189118,50010.0,19169000100.0,82985.0,503.0,2592.0
1524,1524,527357180,2840,292500,60,RL,,12511,Pave,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,432.0,1420.0,1420,1420,4,Gd,8,2,1314.0,0,12,2008,3.0,224,3008 EISENHOWER CIR,"3008 EISENHOWER CIR, Ames, IA","3008, Eisenhower Circle, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.051449727272725,-93.63746754545454,2.852238021344341,50010.0,19169000300.0,60500.0,988.0,4260.0
1525,1525,532354090,1155,148000,85,RL,88.0,11782,Pave,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,210.0,1109.0,1155,0,3,Gd,6,0,576.0,400,6,2010,2.0,192,1319 ALBERTA AVE,"1319 ALBERTA AVE, Ames, IA","1319, Alberta Avenue, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.03487773148428,-93.67371450855045,2.425480260035588,50014.0,19169000600.0,60833.0,899.0,2264.0
1526,1526,527354200,1707,184000,20,RL,80.0,11088,Pave,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,308.0,1140.0,1707,0,3,TA,7,1,479.0,0,5,2009,2.0,0,3112 EISENHOWER AVE,"3112 EISENHOWER AVE, Ames, IA","3112, Eisenhower Avenue, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.052691714285714,-93.63730291836734,2.989217523876696,50010.0,19169000300.0,60500.0,832.0,2847.0
1527,1527,903233050,1513,137500,70,RM,51.0,6120,Pave,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,939.0,939.0,939,574,4,TA,8,0,180.0,0,5,2007,1.5,174,1111 HARDING AVE,"1111 HARDING AVE, Ames, IA","1111, Harding Avenue, Ames, Story County, Iowa, 50010, United States",42.03237266666667,-93.6215438888889,2.1562932948197417,50010.0,19169000900.0,37028.0,0.0,2452.0
1528,1528,535378020,792,109500,30,RL,52.0,9022,Pave,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,768.0,768.0,792,0,2,Gd,5,0,240.0,0,5,2009,1.0,436,1425 KELLOGG AVE,"1425 KELLOGG AVE, Ames, IA","1425, Kellogg Avenue, Ames, Story County, Iowa, 50010, United States",42.03607759183674,-93.61408379591836,2.874148758933515,50010.0,19169000200.0,52375.0,0.0,1560.0
1529,1529,528250070,1948,211000,60,RL,63.0,7875,Pave,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,847.0,847.0,847,1101,4,Gd,8,1,434.0,0,7,2007,2.5,48,3909 HYDE AVE,"3909 HYDE AVE, Ames, IA","3909, Hyde Avenue, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.060090140837374,-93.64027299918295,3.749429876974373,50010.0,19169000100.0,82985.0,0.0,2795.0
1530,1530,535353240,1527,152500,60,RL,78.0,11419,Pave,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,0.0,699.0,801,726,3,TA,6,1,410.0,0,12,2009,2.5,134,1432 GRAND AVE,"1432 GRAND AVE, Ames, IA","1432, Grand Avenue, Ames, Story County, Iowa, 50010, United States",42.036185914349126,-93.62029508197648,2.408444025052466,50010.0,19169000200.0,52375.0,699.0,2226.0
1531,1531,528240060,1419,184100,80,RL,,7750,Pave,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,55.0,408.0,779,640,3,Gd,7,1,527.0,0,3,2009,3.5,120,3911 WESTLAWN DR,"3911 WESTLAWN DR, Ames, IA","3911, Westlawn Drive, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.06025005647437,-93.64142675603722,3.755223500389968,50010.0,19169000100.0,82985.0,353.0,1827.0
1532,1532,903228040,1497,157000,50,RM,50.0,6000,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,462.0,825.0,825,672,3,TA,5,0,672.0,0,5,2008,2.0,272,1217 HARDING AVE,"1217 HARDING AVE, Ames, IA","1217, Harding Avenue, Ames, Story County, Iowa, 50010, United States",42.033556530612245,-93.62156963265306,2.196421699893563,50010.0,19169000900.0,37028.0,363.0,2322.0
