,tract,PID,income
1754,19169000900.0,903225050,37028
1755,,909451140,
1756,19169000600.0,906340110,60833
1757,19169001101.0,909275160,
1758,19169000102.0,527163020,
1759,19169000200.0,535383110,52375
1760,19169001302.0,921205070,59234
1761,19169000900.0,902207150,37028
1762,19169000400.0,534252240,61991
1763,19169001101.0,909250150,
1764,19169001303.0,907131070,
1765,19169000400.0,534477090,61991
1766,19169000300.0,527451460,60500
1767,19169001101.0,909275310,
1768,19169000200.0,535476370,52375
1769,19169000300.0,527427200,60500
1770,19169000900.0,903430080,37028
1771,19169001303.0,907252020,
1772,19169001101.0,909252010,
1773,19169000700.0,905378040,21333
1774,19169001303.0,907187080,
1775,19169000300.0,527452190,60500
1776,19169001304.0,908225370,
1777,19169000600.0,906201050,60833
1778,19169001303.0,907131190,
1779,19169000600.0,533352170,60833
1780,19169001000.0,903484020,26009
1781,19169000200.0,535106190,52375
1782,19169000105.0,528439030,
1783,19169000300.0,527404140,60500
1784,19169001303.0,907275090,
1785,19169000600.0,906394020,60833
1786,19169000200.0,535152010,52375
1787,19169000600.0,531369060,60833
1788,19169000300.0,534127170,60500
1789,19169000300.0,527451020,60500
1790,19169001000.0,903458020,26009
1791,19169000105.0,528315080,
1792,19169000200.0,535175030,52375
1793,19169000600.0,906204280,60833
1794,19169000300.0,534202020,60500
1795,19169000102.0,527250040,
1796,19169001304.0,908188140,
1797,19169000200.0,535425050,52375
1798,19169000102.0,527106010,
1799,19169000102.0,528280110,
1800,19169000102.0,527166040,
1801,19169001304.0,908102050,
1802,19169000600.0,904100030,60833
1803,19169000700.0,905480090,21333
1804,19169001302.0,914465055,59234
1805,19169001101.0,909176140,
1806,19169000200.0,535477060,52375
1807,19169000300.0,527455030,60500
1808,19169000102.0,528188150,
1809,19169000105.0,528490040,
1810,19169000300.0,527302050,60500
1811,19169000900.0,902402130,37028
1812,19169000105.0,528354100,
1813,19169000900.0,902109110,37028
1814,19169001303.0,907290170,
1815,19169000900.0,903476100,37028
1816,19169000102.0,527212060,
1817,19169000300.0,534126090,60500
1818,19169001101.0,909276070,
1820,19169000400.0,534278190,61991
1821,19169000300.0,534204120,60500
1822,19169000200.0,535425040,52375
1823,19169001303.0,907202160,
1824,19169000900.0,903227070,37028
1825,19169000600.0,531375050,60833
1826,19169000200.0,535375140,52375
1827,19169000300.0,534201230,60500
1828,19169000600.0,906380100,60833
1829,19169000200.0,535106180,52375
1830,19169000200.0,535177100,52375
1831,19169000600.0,531363040,60833
1832,19169001101.0,909275080,
1833,19169001000.0,910202050,26009
1834,19169001303.0,907196040,
1835,19169000102.0,528180070,
1836,19169000300.0,527451380,60500
1837,19169000400.0,534152100,61991
1838,19169000400.0,534252070,61991
1839,19169000102.0,528290140,
1840,19169000300.0,527404180,60500
1841,19169000600.0,904100190,60833
1842,19169001304.0,908228040,
1843,19169000900.0,902104060,37028
1844,19169000300.0,527455090,60500
1845,19169000102.0,528112150,
1846,19169000400.0,534430080,61991
1847,19169000600.0,905101070,60833
1848,19169000600.0,531451030,60833
1849,19169001302.0,923225490,59234
1850,19169000600.0,531385060,60833
1851,19169001303.0,907290070,
1852,19169001304.0,908188120,
1853,19169001303.0,907181100,
1854,19169000200.0,535457090,52375
1855,19169000900.0,902204060,37028
1856,19169000400.0,534429030,61991
1857,19169000900.0,902300020,37028
1858,19169001303.0,907254090,
1859,19169001304.0,908127060,
1860,19169000400.0,534177180,61991
1861,19169001302.0,923400125,59234
1862,19169000102.0,528174060,
1863,19169000102.0,528172070,
1864,19169000600.0,905229040,60833
1865,19169000200.0,535327160,52375
1866,19169000200.0,535377090,52375
1867,19169001302.0,916403250,59234
1868,19169001302.0,916475100,59234
1869,19169001304.0,908275220,
1870,19169000102.0,528190010,
1871,19169001303.0,907290180,
1872,19169000700.0,909101180,21333
1873,19169001302.0,923230190,59234
1874,19169000300.0,527453150,60500
1875,19169001302.0,923228420,59234
1876,19169000600.0,905108090,60833
1877,19169001302.0,914453045,59234
1878,19169000200.0,535302120,52375
1879,19169000200.0,535456110,52375
1880,19169000102.0,527328020,
1881,19169000200.0,535380050,52375
1882,19169001302.0,923250210,59234
1883,19169000200.0,535454060,52375
1884,19169000400.0,534401200,61991
1885,19169001101.0,909250030,
1886,19169000300.0,527375180,60500
1887,19169000700.0,905376090,21333
1888,19169000400.0,534476100,61991
1889,19169000102.0,528280100,
1890,19169000102.0,528228435,
1891,19169001302.0,923250060,59234
1892,19169000200.0,535152230,52375
1893,19169000600.0,906340120,60833
1894,19169000102.0,527107020,
1895,19169000102.0,528120120,
1896,19169001101.0,909425130,
1897,19169000102.0,528181050,
1898,19169000300.0,527359160,60500
1899,19169001303.0,907405140,
1900,19169000600.0,905226030,60833
1901,19169000700.0,904350045,21333
1902,19169000200.0,535454150,52375
1903,19169001101.0,909452102,
1905,19169001101.0,909250080,
1906,19169000900.0,902305090,37028
1907,19169000105.0,533212050,
1908,19169000900.0,902107030,37028
1909,19169001302.0,914476020,59234
1910,19169000600.0,905225080,60833
1911,19169000300.0,527301245,60500
1912,19169000300.0,527451550,60500
1913,19169000900.0,903476090,37028
1914,19169000900.0,902110090,37028
1915,19169000102.0,527132090,
1916,19169000300.0,527450220,60500
1917,19169001101.0,909425085,
1918,19169001000.0,910200060,26009
1919,19169000300.0,527380240,60500
1920,19169000102.0,528186030,
1921,19169000102.0,528106070,
1922,19169000102.0,527163040,
1923,,534127140,
1924,19169000200.0,535376010,52375
1925,19169000300.0,527359070,60500
1926,19169000900.0,902134060,37028
1927,19169000300.0,527404150,60500
1928,19169000400.0,534475100,61991
1929,19169000105.0,528363110,
1930,19169001302.0,916460020,59234
1931,,528142140,
1932,19169000600.0,906392070,60833
1933,19169000600.0,904101110,60833
1934,19169001303.0,907412070,
1935,19169000900.0,903201080,37028
1936,19169000400.0,534401120,61991
1937,19169000900.0,902207140,37028
1938,19169001304.0,908127040,
1940,19169000600.0,531376070,60833
1941,19169001000.0,903456090,26009
1943,19169000300.0,527301170,60500
1944,19169000102.0,528240130,
1945,19169000102.0,528275070,
1946,19169000700.0,904302010,21333
1947,19169000900.0,902306120,37028
1948,19169000400.0,534251030,61991
1949,19169000900.0,902406020,37028
1950,19169000600.0,906392080,60833
1951,19169000400.0,534175080,61991
1952,19169000105.0,533242080,
1953,19169001302.0,914474020,59234
1954,19169000300.0,534129040,60500
1955,19169000200.0,535402270,52375
1956,19169000200.0,535353060,52375
1957,19169000400.0,534475250,61991
1958,19169000102.0,527425025,
1959,19169000900.0,902205140,37028
1960,19169000600.0,906475200,60833
1961,19169001101.0,909251090,
1962,19169000200.0,535155110,52375
1963,19169000300.0,527403310,60500
1964,19169000102.0,527162080,
1965,19169000700.0,905325030,21333
1966,19169000105.0,533253160,
1967,19169001303.0,907125120,
1968,19169001000.0,903457040,26009
1969,19169000900.0,902325160,37028
1970,19169000102.0,528235050,
1971,19169000105.0,528478040,
1972,19169000102.0,528240040,
1973,19169000102.0,528178090,
1974,19169001302.0,923277080,59234
1975,19169000900.0,903235010,37028
1976,19169001302.0,923275010,59234
1977,19169000105.0,528439060,
1978,19169001303.0,907290140,
1979,19169000200.0,535126100,52375
1980,19169000200.0,535325320,52375
1981,19169000102.0,527226010,
1982,19169000200.0,535354130,52375
1983,19169001101.0,909101070,
1984,19169000600.0,905201030,60833
1985,19169001302.0,923203190,59234
1986,19169000200.0,535383100,52375
1987,19169000600.0,531376030,60833
1988,19169000900.0,902206130,37028
1989,19169000104.0,532478020,
1990,19169000600.0,532377140,60833
1991,19169000105.0,528458060,
1992,19169000104.0,533350020,
1993,19169000700.0,904301100,21333
1994,19169000200.0,535403010,52375
1995,19169001302.0,923277030,59234
1996,19169000102.0,527184110,
1997,19169000200.0,535152060,52375
1998,19169000102.0,527166010,
1999,19169000900.0,903206170,37028
2000,19169000300.0,534226120,60500
2001,19169000300.0,527355060,60500
2002,19169001100.0,909282060,20878
2003,19169000100.0,527127150,82985
2004,19169000100.0,528365070,82985
2005,19169001100.0,909475140,20878
2006,19169000600.0,906380190,60833
2007,19169000200.0,535177110,52375
2008,19169000100.0,527401160,82985
2009,19169000900.0,902400110,37028
2010,19169000300.0,527353080,60500
2011,19169000400.0,534278170,61991
2012,19169000100.0,533252020,82985
2013,19169001302.0,923202220,59234
2014,19169001302.0,907251100,59234
2015,19169000200.0,535451190,52375
2016,19169000900.0,902128020,37028
2018,19169000900.0,903425340,37028
2019,19169000300.0,527402200,60500
2020,19169000300.0,527301080,60500
2021,19169001302.0,923275140,59234
2022,19169000200.0,535475010,52375
2023,19169000600.0,532354230,60833
2024,19169000100.0,528150040,82985
2025,19169000100.0,533244040,82985
2026,19169000600.0,531450030,60833
2027,19169000300.0,527354040,60500
2028,19169000200.0,535305120,52375
2029,19169000200.0,535151100,52375
2030,19169000900.0,902304040,37028
2031,19169000600.0,906392130,60833
2032,19169000100.0,528358030,82985
2033,19169000600.0,906380210,60833
2034,19169000300.0,527452100,60500
2035,19169000300.0,527450150,60500
2036,19169001302.0,907125090,59234
2037,19169001302.0,908130020,59234
2038,19169001302.0,907194160,59234
2039,19169001302.0,907131060,59234
2040,19169000600.0,531363060,60833
2041,19169001000.0,903484110,26009
2042,19169000200.0,535402090,52375
2043,19169000900.0,902402010,37028
2044,19169000200.0,526355170,52375
2045,19169000200.0,535301160,52375
2046,19169000700.0,905480160,21333
2047,19169000100.0,527107120,82985
2048,19169000900.0,902201140,37028
2049,19169000400.0,534479130,61991
2050,19169000100.0,528186080,82985
2051,19169001302.0,923225510,59234
2052,19169000200.0,535180070,52375
2053,19169001000.0,903456110,26009
2054,19169000600.0,905104030,60833
2055,19169000100.0,528346050,82985
2056,19169000600.0,906392110,60833
2057,19169000200.0,535375130,52375
2058,19169000300.0,527357020,60500
2059,19169000900.0,903227140,37028
2060,19169000400.0,534175140,61991
2061,19169000900.0,902106140,37028
2062,19169001302.0,923228200,59234
2063,19169000300.0,527353020,60500
2064,19169001302.0,907290150,59234
2065,19169000200.0,535176050,52375
2066,19169000100.0,528280180,82985
2067,,909451150,
2068,19169000600.0,906402060,60833
2069,19169000300.0,527403360,60500
2070,19169000400.0,534176250,61991
2071,19169000300.0,527378020,60500
2072,19169001000.0,903455030,26009
2073,19169001302.0,908275090,59234
2074,19169000100.0,528120110,82985
2075,19169000200.0,535450100,52375
2076,19169000300.0,527301010,60500
2077,19169000200.0,535302200,52375
2078,19169001100.0,909252220,20878
2079,19169001302.0,923227030,59234
2080,19169000100.0,527107240,82985
2081,19169001100.0,916226030,20878
2082,19169001100.0,909178160,20878
2083,19169000600.0,906201022,60833
2084,19169001302.0,908102020,59234
2085,19169000600.0,531380080,60833
2086,19169000300.0,527376100,60500
2087,19169000600.0,905200280,60833
2088,19169000200.0,535402140,52375
2089,19169000600.0,905101100,60833
2090,19169000100.0,527226020,82985
2091,19169000200.0,535451230,52375
2092,19169000100.0,528360050,82985
2093,19169001302.0,907265010,59234
2094,19169000600.0,531375140,60833
2095,19169000200.0,535125060,52375
2096,19169001302.0,908186060,59234
2097,19169000200.0,526351030,52375
2098,19169000200.0,535451100,52375
2099,19169000700.0,905451050,21333
2100,19169000600.0,905226080,60833
2101,19169001302.0,924151050,59234
2102,19169000900.0,903232190,37028
2103,19169000600.0,905103130,60833
2104,19169000900.0,902427140,37028
2105,19169000200.0,535152050,52375
2106,19169001302.0,907262070,59234
2107,19169000300.0,527327080,60500
2108,19169000100.0,527146030,82985
2109,19169000900.0,903427120,37028
2110,19169000600.0,533352075,60833
2111,19169001302.0,907265030,59234
2112,19169000600.0,531380110,60833
2113,19169000900.0,903232100,37028
2114,19169001100.0,909428180,20878
2115,19169000400.0,534476150,61991
2116,19169000300.0,527378010,60500
2117,19169001302.0,924100040,59234
2118,19169001100.0,909275020,20878
2119,19169000700.0,909101190,21333
2120,19169000900.0,903206120,37028
2121,19169000700.0,904301410,21333
2122,19169001302.0,907295040,59234
2123,19169001302.0,907176010,59234
2124,19169000600.0,905100060,60833
2125,19169000600.0,532376110,60833
2126,19169001302.0,914460020,59234
2127,19169000100.0,528188020,82985
2128,19169000300.0,527454200,60500
2130,19169000100.0,528482030,82985
2131,19169001302.0,907280100,59234
2132,19169000100.0,527110080,82985
2133,19169000100.0,528118090,82985
2134,19169000200.0,535105110,52375
2135,19169000200.0,526354020,52375
2136,19169000200.0,535477130,52375
2137,19169000700.0,905452070,21333
2138,19169000600.0,906378110,60833
2139,19169001100.0,909426090,20878
2140,19169000100.0,533236090,82985
2141,19169001302.0,908275280,59234
2142,19169000900.0,903228090,37028
2143,19169000600.0,531385070,60833
2144,19169000300.0,527356050,60500
2145,19169000100.0,527166030,82985
2146,19169001302.0,907290230,59234
2147,19169000100.0,528186050,82985
2148,19169000200.0,535452120,52375
2149,19169000100.0,528482130,82985
2150,19169000400.0,534403050,61991
2151,19169000100.0,533244030,82985
2152,19169000100.0,528365080,82985
2153,19169000900.0,902206090,37028
2154,19169001100.0,909425010,20878
2155,19169001302.0,916384080,59234
2156,19169001100.0,909101330,20878
2157,19169000200.0,535380110,52375
2158,19169000900.0,903236010,37028
2159,19169000600.0,905101200,60833
2160,19169000600.0,531375110,60833
2161,19169001302.0,907405030,59234
2162,19169001302.0,908276230,59234
2163,19169001200.0,909256060,86520
2164,19169000100.0,527108030,82985
2165,19169000600.0,906475100,60833
2166,,907275010,
2167,19169000300.0,527404100,60500
2168,19169000700.0,905403150,21333
2169,19169000100.0,533350120,82985
2170,19169001100.0,909254010,20878
2171,19169000100.0,533221040,82985
2172,19169000100.0,533254050,82985
2173,19169000200.0,535178120,52375
2174,19169000300.0,527403020,60500
2175,19169001302.0,916125360,59234
2176,19169001100.0,909277040,20878
2177,19169000300.0,527302175,60500
2178,19169000600.0,905101490,60833
2179,19169001302.0,907227100,59234
2180,19169001000.0,911370510,26009
2181,19169001302.0,907414030,59234
2182,19169001100.0,909275110,20878
2183,19169000600.0,905200260,60833
2184,19169000900.0,902105130,37028
2185,19169000400.0,534453140,61991
2186,19169001302.0,907203070,59234
2187,19169001000.0,910226040,26009
2188,19169000700.0,905451410,21333
2189,19169001302.0,907295020,59234
2190,19169000100.0,533250190,82985
2191,19169000300.0,527450010,60500
2192,19169000600.0,906385020,60833
2194,,902109140,
2195,19169000400.0,534403100,61991
2196,19169000200.0,535453080,52375
2197,19169000100.0,528250100,82985
2198,19169001302.0,907130100,59234
2199,19169000200.0,535152280,52375
2200,19169000100.0,528166090,82985
2201,19169000100.0,528480040,82985
2202,19169000200.0,535300040,52375
2203,19169000100.0,533215070,82985
2204,19169000300.0,527451520,60500
2205,19169000700.0,905475270,21333
2206,19169001302.0,908102030,59234
2207,19169001100.0,909177100,20878
2208,19169000900.0,902302150,37028
2209,19169001302.0,907201160,59234
2210,19169000300.0,527453060,60500
2211,19169000600.0,905225020,60833
2212,19169000100.0,528181010,82985
2213,19169001302.0,917425190,59234
2214,19169000100.0,528180130,82985
2215,19169000600.0,531363030,60833
2216,19169000900.0,902102060,37028
2217,19169001302.0,923229040,59234
2218,19169001000.0,903450110,26009
2219,19169001200.0,909256020,86520
2220,19169000100.0,533221110,82985
2221,19169000200.0,526355080,52375
2222,19169001302.0,907181120,59234
2223,19169000900.0,903234160,37028
2224,19169000200.0,535454030,52375
2225,19169000400.0,534152070,61991
2226,19169000600.0,905106170,60833
2227,19169001200.0,909257050,86520
2228,19169000400.0,534252060,61991
2229,19169000900.0,903200080,37028
2230,19169001302.0,907126010,59234
2231,19169001302.0,907285020,59234
2232,19169000900.0,902109130,37028
2233,19169001000.0,903450060,26009
2234,19169001302.0,916455010,59234
2235,19169000200.0,535152070,52375
2236,19169000900.0,902206270,37028
2237,19169000400.0,534427090,61991
2238,19169001100.0,909279040,20878
2239,19169000100.0,533130020,82985
2240,19169000300.0,527455270,60500
2241,19169000200.0,526302110,52375
2242,19169000700.0,905401100,21333
2243,19169000900.0,903227150,37028
2244,19169000400.0,534251320,61991
2245,19169001100.0,909100080,20878
2246,19169000600.0,905200160,60833
2247,19169001302.0,914478020,59234
2248,19169000300.0,527451650,60500
2249,,528142150,
2250,19169000600.0,531452210,60833
2251,19169000100.0,528168030,82985
2252,19169001302.0,923202105,59234
2253,19169000400.0,534401190,61991
2254,19169001302.0,907175100,59234
2255,19169000900.0,902110010,37028
2256,19169000400.0,534431020,61991
2257,19169001302.0,908186080,59234
2258,19169000900.0,903233030,37028
2259,19169000900.0,902406070,37028
2260,19169000600.0,532354010,60833
2261,19169001302.0,916380070,59234
2262,19169000900.0,903425420,37028
2263,19169001302.0,907227030,59234
2264,19169001000.0,910205120,26009
2265,19169000600.0,906201120,60833
2266,19169001302.0,923251080,59234
2267,19169000400.0,534451080,61991
2268,19169000900.0,902103090,37028
2269,19169001100.0,909428240,20878
2270,19169000100.0,528120130,82985
2271,19169001302.0,907255030,59234
2272,19169001302.0,908102270,59234
2273,19169001100.0,909100150,20878
2274,19169000900.0,903231060,37028
2275,19169001302.0,923201020,59234
2276,19169000400.0,534429150,61991
2277,19169000300.0,534129060,60500
2278,19169000400.0,534151090,61991
2279,19169001000.0,910204050,26009
2280,19169000200.0,535457040,52375
2281,19169000900.0,903426200,37028
2282,19169000200.0,535383070,52375
2283,19169000200.0,535353180,52375
2284,19169001302.0,908128050,59234
2285,19169000100.0,528429050,82985
2286,19169000300.0,527455240,60500
2287,19169000600.0,906476030,60833
2288,19169001100.0,909254140,20878
2289,19169000300.0,527359030,60500
2290,19169000100.0,533251110,82985
2291,19169001302.0,908178050,59234
2292,19169001302.0,923225040,59234
2293,19169001302.0,916455110,59234
2294,19169000600.0,531452050,60833
2296,19169000700.0,905351045,21333
2297,19169000600.0,905100030,60833
2298,19169001100.0,909101100,20878
2299,19169000900.0,902201130,37028
2300,19169000100.0,527162140,82985
2301,19169000100.0,527108040,82985
2302,19169000400.0,534476080,61991
2303,19169000900.0,902404010,37028
2304,19169000900.0,902328040,37028
2305,19169001302.0,908102060,59234
2306,19169000100.0,533250130,82985
2307,19169000200.0,535380010,52375
2308,19169000600.0,532353130,60833
2310,19169000600.0,531363050,60833
2311,19169001302.0,908154080,59234
2312,19169000400.0,534455030,61991
2314,19169000700.0,905352180,21333
2315,19169001302.0,916382100,59234
2316,19169000600.0,906201130,60833
2317,19169000300.0,534125210,60500
2319,19169000200.0,535126140,52375
2320,19169000200.0,535126010,52375
2321,19169000100.0,533252040,82985
2322,19169000300.0,527356060,60500
2323,19169000200.0,535151020,52375
2324,19169000100.0,528294050,82985
2325,19169001302.0,923205015,59234
2326,19169000100.0,527183060,82985
2327,19169000700.0,904351280,21333
2328,19169001302.0,914465020,59234
2329,19169001302.0,916386060,59234
2330,19169000100.0,528250020,82985
2331,19169000100.0,532476080,82985
2332,19169000300.0,527453070,60500
2333,19169000900.0,902134120,37028
2334,19169001000.0,903452090,26009
2335,19169000100.0,533212110,82985
2336,19169000900.0,902301060,37028
2337,19169000400.0,534276040,61991
2338,19169001100.0,909280070,20878
2339,19169000300.0,527451640,60500
2341,19169001302.0,916460070,59234
2342,19169000100.0,528120150,82985
2343,19169000900.0,902125160,37028
2344,19169000200.0,535154130,52375
2345,19169000100.0,527165230,82985
2346,19169001302.0,907412090,59234
2347,19169000100.0,528228465,82985
2348,19169001302.0,907126050,59234
2349,19169000600.0,906204230,60833
2350,19169000900.0,903233220,37028
2351,19169000100.0,528280150,82985
2352,19169000300.0,527403040,60500
2353,19169000100.0,533253090,82985
2354,19169000100.0,528180080,82985
2355,19169000100.0,528118020,82985
2356,19169000400.0,534477030,61991
2357,19169000600.0,532353020,60833
2358,19169000100.0,527162120,82985
2359,19169000900.0,903425110,37028
2360,19169001302.0,907285010,59234
2361,19169001302.0,907192150,59234
2362,19169000600.0,532353050,60833
2363,19169000100.0,528280230,82985
2364,,907280090,
2365,19169000600.0,531450090,60833
2366,19169000700.0,905351089,21333
2367,19169000700.0,905452120,21333
2368,19169001302.0,923275080,59234
2369,19169001302.0,908275200,59234
2370,19169000700.0,904352190,21333
2371,19169001302.0,923275090,59234
2372,19169001302.0,923425030,59234
2373,19169000100.0,527256120,82985
2374,19169000300.0,534202130,60500
2375,19169000300.0,527450250,60500
2376,19169000900.0,903232170,37028
2377,19169000600.0,531369020,60833
2378,19169000600.0,906380220,60833
2379,19169000900.0,902106120,37028
2380,19169000200.0,535325450,52375
2381,19169000300.0,527402060,60500
2382,19169001100.0,909426080,20878
2383,19169000100.0,527165020,82985
2384,19169001302.0,916403130,59234
2385,19169000100.0,527162130,82985
2386,19169000200.0,535450070,52375
2387,19169000600.0,905107310,60833
2388,19169000900.0,902104020,37028
2389,19169000600.0,905109130,60833
2390,19169000100.0,527146010,82985
2391,19169000100.0,527107090,82985
2392,19169000200.0,535152250,52375
2393,19169000900.0,902401010,37028
2394,19169000100.0,528363130,82985
2395,19169000300.0,534201250,60500
2396,19169000300.0,527455100,60500
2397,19169000100.0,528240050,82985
2398,19169000600.0,906424010,60833
2399,19169000200.0,535456020,52375
2400,19169000200.0,535125090,52375
2401,19169000700.0,905477050,21333
2402,19169001302.0,923228370,59234
2403,19169000200.0,535425010,52375
2404,19169001302.0,907425030,59234
2405,19169001100.0,909254100,20878
2406,19169000100.0,533253210,82985
2407,19169001302.0,908203090,59234
2408,19169001302.0,907255060,59234
2409,19169000100.0,528366040,82985
2410,,534127080,
2411,19169000100.0,528228455,82985
2412,19169000200.0,535380140,52375
2413,19169000100.0,527163070,82985
2414,19169001302.0,907130110,59234
2415,19169000100.0,528116030,82985
2416,19169000900.0,902106040,37028
2417,19169000100.0,527190050,82985
2418,19169000900.0,903231030,37028
2419,19169000900.0,903231080,37028
2420,19169000900.0,902327040,37028
2421,19169000200.0,535303050,52375
2422,19169001100.0,909251170,20878
2423,19169001302.0,914478110,59234
2424,19169000900.0,902326060,37028
2425,19169001302.0,923225310,59234
2426,19169000100.0,528429090,82985
2427,19169000300.0,527359080,60500
2428,19169000200.0,535303030,52375
2429,19169001302.0,914475020,59234
2430,19169001000.0,903454060,26009
2431,19169000100.0,528120160,82985
2432,19169001302.0,923252100,59234
2433,19169000700.0,905426030,21333
2434,19169000200.0,535476360,52375
2435,19169000100.0,528364110,82985
2436,19169000600.0,532376180,60833
2437,19169001302.0,907250020,59234
2438,19169000100.0,528235010,82985
2440,,528142130,
2441,19169000700.0,905475150,21333
2442,19169000900.0,902105020,37028
2443,19169000100.0,527165130,82985
2444,19169000900.0,902202150,37028
2445,19169000100.0,527105030,82985
2446,19169000200.0,535152200,52375
2447,19169001302.0,907410080,59234
2448,19169001302.0,916386080,59234
2449,19169000400.0,534479240,61991
2450,19169001302.0,916386040,59234
2451,19169000100.0,527161040,82985
2452,19169000100.0,528490070,82985
2453,19169001100.0,909175050,20878
2454,19169000700.0,908275040,21333
2455,19169000100.0,534104090,82985
2456,19169000100.0,528218090,82985
2457,19169000600.0,532378110,60833
2458,19169000300.0,527355280,60500
2459,19169000200.0,535151040,52375
2461,19169001000.0,910203090,26009
2462,19169000200.0,535151080,52375
2463,19169001302.0,923228390,59234
2464,19169000300.0,527405180,60500
2465,19169001302.0,923225300,59234
2466,19169001302.0,923230180,59234
2467,19169000100.0,527256030,82985
2468,19169000100.0,528188040,82985
2469,19169000900.0,902125120,37028
2470,19169000300.0,534202170,60500
2471,19169000700.0,905477010,21333
2472,19169001302.0,923226250,59234
2473,19169001302.0,907203010,59234
2474,19169000200.0,535351050,52375
2475,19169000600.0,906420130,60833
2476,19169000400.0,534428020,61991
2477,19169001302.0,907192020,59234
2478,19169000100.0,528386040,82985
2479,19169000900.0,902406090,37028
2480,19169000200.0,535353050,52375
2481,19169000600.0,532376080,60833
2482,19169000900.0,903231130,37028
2483,19169000300.0,527455080,60500
2484,19169000100.0,528250010,82985
2485,19169001100.0,909101010,20878
2486,19169001100.0,909275050,20878
2487,19169000300.0,527302060,60500
2488,19169000400.0,534450110,61991
2489,19169000200.0,535382130,52375
2490,19169000200.0,535105030,52375
2491,19169000100.0,533253050,82985
2492,19169000100.0,528138060,82985
2493,19169000200.0,535377070,52375
2494,19169000600.0,905201120,60833
2495,19169001302.0,923204150,59234
2496,19169001302.0,907135040,59234
2498,19169000900.0,903204040,37028
2499,19169000600.0,905100080,60833
2500,19169001000.0,910202100,26009
2501,19169001000.0,903454100,26009
2502,19169000100.0,528292020,82985
2503,19169000900.0,903231070,37028
2504,,528110010,
2505,19169000100.0,528228325,82985
2506,19169000400.0,534401110,61991
2507,19169001302.0,908226130,59234
2508,19169000400.0,534252090,61991
2509,19169000900.0,902330090,37028
2510,19169000200.0,535354070,52375
2511,19169001302.0,916326010,59234
2512,19169000600.0,905200380,60833
2513,19169000900.0,902406030,37028
2514,19169000200.0,535354200,52375
2515,19169001302.0,923226150,59234
2516,19169000900.0,903234050,37028
2517,19169000600.0,532353030,60833
2518,19169000400.0,534431070,61991
2519,19169000100.0,528435050,82985
2520,19169000100.0,528482040,82985
2521,19169000600.0,904101070,60833
2522,19169000100.0,528102040,82985
2523,19169000300.0,527452060,60500
2524,19169000300.0,534127260,60500
2525,19169001302.0,907275140,59234
2526,19169000900.0,903201020,37028
2527,19169000400.0,534278150,61991
2528,19169000100.0,527182040,82985
2529,19169000100.0,528120020,82985
2530,19169000700.0,905476120,21333
2531,19169001000.0,910201130,26009
2532,19169000600.0,905201020,60833
2533,19169000200.0,535181030,52375
2534,19169001302.0,913350030,59234
2535,19169000600.0,531451020,60833
2536,19169000600.0,531452140,60833
2537,19169000600.0,906201023,60833
2538,19169000700.0,904302030,21333
2539,19169000600.0,905105200,60833
2540,19169000600.0,905108170,60833
2541,19169000300.0,534129370,60500
2542,19169000100.0,528275160,82985
2543,19169001302.0,914476520,59234
2544,19169000700.0,905451330,21333
2545,19169000900.0,903401050,37028
2546,19169000600.0,905101310,60833
2547,19169000900.0,903232090,37028
2548,19169000200.0,535425070,52375
2549,19169001302.0,907227300,59234
2550,19169000900.0,902306130,37028
2551,19169000900.0,903202170,37028
2552,19169000900.0,902207010,37028
2553,19169000200.0,535478070,52375
2554,19169000900.0,902109010,37028
2555,19169001302.0,907185050,59234
2556,19169000400.0,534275220,61991
2557,19169000200.0,535450220,52375
2558,19169000900.0,902305080,37028
2559,19169000200.0,535304100,52375
2560,19169000100.0,528250040,82985
2561,19169001302.0,907262030,59234
2562,19169001302.0,907285040,59234
2563,19169000200.0,535302080,52375
2564,19169000600.0,905107250,60833
2565,19169000200.0,535179020,52375
2566,19169000100.0,533217060,82985
2567,19169000100.0,527165100,82985
2568,19169000100.0,528290120,82985
2569,19169000200.0,535101110,52375
2570,19169000200.0,535402220,52375
2571,19169000100.0,533208080,82985
2572,19169001100.0,916225130,20878
2573,19169001000.0,910200110,26009
2574,19169000400.0,534479150,61991
2575,19169000100.0,528294010,82985
2576,19169000600.0,905102170,60833
2577,19169000600.0,532376170,60833
2578,19169000700.0,905377050,21333
2579,19169000400.0,534430050,61991
2580,19169001302.0,908128100,59234
2581,19169000900.0,903205040,37028
2582,19169000700.0,905402060,21333
2583,19169001100.0,909275030,20878
2584,19169001302.0,907192040,59234
2585,19169000600.0,906223180,60833
